"music_id","seq","line1","line2","line3","line4","line5","line6"
"8","10","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/5,1/_,_/8,1/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/3,1/0,1/_,_/3,1/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/1,1/_,_/5,1/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/2,1/_,_/_,_/1,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/3,1/0,1/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,1/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","11","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/4,1/_,_/7,1/4,1/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/4,1/1,1/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,1/6,1/_,_/_,_/6,1/_,_/_,_/3,1/_,_/0,1/3,1/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/1,1/_,_/4,1/1,1/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/3,1/_,_/6,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/0,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","12","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/_,_/_,_/_,_/0,1/3,1/_,_/0,1/_,_/0,1/3,1/_,_/_,_/_,_/2,1/3,1/2,1/_,_/_,_/0,1/3,1/_,_/0,1/3,1/_,_/_,_/_,_/2,1/3,1/2,1/_,_/_,_/0,1/3,1/_,_/0,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/2,1/_,_/_,_/_,_/_,_/2,1/_,_/0,1/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/5,1/2,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/5,1/1,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/4,1/_,_/1,1/4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","13","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,0/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/1,1/_,_/_,_/1,1/_,_/2,1/_,_/2,1/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/2,1/3,1/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/3,1/_,_/_,_/3,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/2,1/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/5,1/_,_/_,_/_,_/5,1/0,1/3,1/_,_/0,1/3,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","4,1/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","14","0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,0/_,_/0,1/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,0/_,_/_,_/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/_,_/1,1/_,_/_,_/1,1/3,1/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/4,1/_,_/_,_/4,1/_,_/_,_/4,1/_,_/_,_/4,1/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/0,1/_,_/_,_/3,1/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","15","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,0/_,_/3,1/_,_/1,1/_,_/_,_/1,1/_,_/_,_/1,1/3,1/_,_/1,0/3,0/_,_/3,1/_,_/0,1/_,_/_,_/0,1/4,1/_,_/0,1/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/5,0/_,_/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/3,1/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","5,1/_,_/5,1/_,_/5,1/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/5,1/_,_/5,1/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","16","7,1/_,_/0,1/_,_/_,_/0,1/8,1/_,_/_,_/_,_/_,_/_,_/_,_/6,1/_,_/_,_/_,_/_,_/_,_/4,1/_,_/0,1/_,_/_,_/0,1/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/10,1/_,_/_,_/10,1/_,_/_,_/3,1/6,1/_,_/3,1/6,1/_,_/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/7,1/_,_/_,_/7,1/_,_/_,_/9,1/_,_/_,_/9,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/6,1/_,_/_,_/6,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/10,1/_,_/_,_/10,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","17","6,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/4,1/_,_/1,1/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/6,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/4,1/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/6,1/_,_/_,_/6,1/_,_/_,_/6,1/_,_/3,1/_,_/_,_/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/_,_/6,1/_,_/_,_/6,1/_,_/_,_/6,1/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/2,1/_,_/_,_/_,_/_,_/6,1/_,_/_,_/6,1/_,_/_,_/6,1/_,_/_,_/6,1/_,_/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/0,1/_,_/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/5,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","18","5,1/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/1,1/_,_/_,_/1,1/_,_/_,_/1,1/3,1/_,_/0,1/_,_/1,1/_,_/0,1/1,1/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/6,1/_,_/_,_/6,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/1,1/_,_/_,_/_,_/1,1/_,_/_,_/0,1/3,1/5,1/_,_/_,_/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/6,1/_,_/_,_/6,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/4,1/7,1/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/6,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/0,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","19","_,_/_,_/_,_/_,_/_,_/_,_/0,_/_,_/_,_/1,_/_,_/_,_/_,_/0,_/_,_/_,_/_,_/_,_/_,_/0,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,_/_,_/0,_/_,_/_,_/0,_/_,_/_,_/0,_/_,_/_,_/0,_/_,_/_,_/_,_/1,_/_,_/_,_/1,_/_,_/_,_/0,_/_,_/_,_/0,_/_,_/1,_/_,_/_,_/_,_/_,_/1,_/_,_/_,_/1,_/_,_/_,_/1,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/2,_/_,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/1,_/_,_/_,_/1,_/_,_/_,_/_,_/_,_/2,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,_/_,_/_,_/0,_/_,_/_,_/2,_/_,_/_,_/0,_/_,_/_,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/0,_/_,_/_,_/0,_/_,_/_,_/_,_/2,_/2,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/2,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","1,_/_,_/_,_/_,_/_,_/_,_/0,_/_,_/_,_/_,_/_,_/_,_/_,_/0,_/_,_/_,_/_,_/_,_/_,_/0,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,_/_,_/_,_/0,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"8","20","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/8,1/5,1/12,1/8,1/_,_/_,_/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,0/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/_,_/_,_/10,0/_,_/_,_/9,1/_,_/_,_/9,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/4,1/_,_/_,_/4,1/_,_/_,_/4,1/_,_/_,_/4,1/_,_/_,_/_,_/_,_/5,1/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/10,1/_,_/7,1/10,1/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/9,1/_,_/_,_/6,1/_,_/0,0/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/8,1/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,0/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,0/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,0/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
